id_nws, gtype_nws, river, local, lat_cnrfc, lon_cnrfc, gelev_ft_cnrfc, rfc_pnt_type,offname_cnrfc
LVPN2, G, Las Vegas Wash            , Pabco Road                  ,36.08889,-114.98472,1540, River Other,
LWCN2, G, Las Vegas Wash            , Flamingo Confluence         ,36.13972,-115.04694,1710, River Other,
LWVN2, G, Las Vegas Wash            , Below Lake Las Vegas        ,36.12222,-114.90417,1280, River Other,
RGWN2, R, Las Vegas Wash            , Rainbow Garden Weir         ,36.1,-114.94306,1430, River Other,
SAHN2, G, Las Vegas Wash            , Sahara Avenue               ,36.14639,-115.05194,1715, River Other,
VVDN2, G, Las Vegas Wash            , Vegas Valley Blvd           ,36.13694,-115.03778,1675, River Other,
VWBN2, R, Las Vegas Wash            , Las Vegas Boulevard         ,36.21028,-115.10528,1822, River Other,
LWYN2, G, Las Vegas Wasteway        , East Las Vegas              ,36.10611,-115.01861,1650, River Other,
LEHN2, G, Lehman Creek              , Baker                       ,39.01167,-114.21361,6700, River Other,
LMNN2, G, Lehman Creek              , Baker 5W                    ,39.01167,-114.21361,6740, River Other,
LVCC1, G, Leviathan Creek           , Above Mine Near Markleeville,38.70139,-119.65556,7200, River Other,
LVIC1, G, Leviathan Creek           , Markleeville                ,38.71694,-119.65917,6700, River Other,
PFSC1, R, Lichau Creek              , Penngrove Fire Dept         ,38.29444,-122.66306,69, River Other,
PTMC1, R, Lichau Creek              , Redwood Highway Bridge      ,38.27972,-122.66944,43, River Other,
INCC1, R, Linda Creek               , Indian Creek Drive          ,38.70945,-121.23695,180, River Other,
LDAC1, R, Linda Creek               , Mark West Springs Road      ,38.50667,-122.72361,300, River Other,
LDCC1, R, Linda Creek               , Champion Oaks               ,38.72722,-121.24556,145, River Other,
LDNC1, R, Linda Creek               , Oak Ridge Road              ,38.73222,-121.26695,130, River Other,
LIWC1, R, Linda Creek               , Woodlake Bike Bridge        ,38.73528,-121.26472,132, River Other,
LIOC1, G, Lindo Channel             , Chico                       ,39.74917,-121.86889,183, River Other,
KLLO3, G, Link River                , Klamath Falls               ,42.22361,-121.79305,4084, River Other, Link - Klamath Falls    
FDTC1, G, Little Chance Creek       , Below Frenchman Lake        ,39.89333,-120.18916,5478, River Other,
LTOC1, R, Little Chino Creek        , Highway 71                  ,33.98667,-117.71389,646, River Other,
LTDC1, G, Little Dry Creek          , Friant                      ,36.93444,-119.73,310, River Other,
LHPN2, G, Little Humboldt River     , Paradise Valley             ,41.41583,-117.37361,4470, River Other,
FHDC1, G, Little Last Chance Creek  , Frenchman Lake              ,39.89389,-120.19028,5517, Reservoir Reservoir,
LPGC1, G, Little Potato Slough      , Terminous                   ,38.09639,-121.49611,0, River Other, Ltl Potato Slgh - Term  
TRDC1, G, Little River              , Trinidad                    ,41.01111,-124.08056,18, River Other,
MGSC1, G, Little Shasta River       , Montague                    ,41.73306,-122.35028,2970, River Other,
EPRC1, G, Little Stony Creek        , East Park Reservoir         ,39.35917,-122.51778,1205, Reservoir Reservoir,
BCVC1, G, Little Truckee River      , Boca Reservoir              ,39.38889,-120.09528,5605, Reservoir Reservoir,
STPC1, G, Little Truckee River      , Stampede Reservoir          ,39.47056,-120.10306,5949, Reservoir Reservoir,
BCAC1, G, Little Truckee River      , Below Boca Dam              ,39.38694,-120.09444,5500, River Other,
LDDC1, G, Little Truckee River      , Below Div Dam - Sierraville ,39.49167,-120.29166,6380, River Other,
LITC1, G, Little Truckee River      , Above Boca Reservoir        ,39.43583,-120.08333,5619, River Other,
LJCC1, G, Littlejohn Creek          , Farmington                  ,37.92611,-121.00139,115, River Other,
FRGC1, G, Littlejohns Creek         , Farmington Reservoir        ,37.915,-120.935,180, Reservoir Reservoir,
LIJC1, G, Littlejohns Creek         , Farmington Reservoir        ,37.915,-120.935,180, Reservoir Reservoir,
CBRC1, G, Llagas Creek              , Chesbro Reservoir           ,37.11667,-121.69278,535, Reservoir Reservoir,
LCXC1, G, Llagas Creek              , Below Chesbro Reservoir     ,37.11417,-121.69139,452, River Other,
LGHC1, G, Llagas Creek              , Above Chesbro Reservoir     ,37.14834,-121.76806,670, River Other,
LLGC1, G, Llagas Creek              , Gilroy                      ,36.9875,-121.52611,160, River Other,
LOGN2, G, Logan House Creek         , Glenbrook                   ,39.06667,-119.93444,6640, River Other,
OMAC1, R, Loma Alta Creek           , Interstate 5                ,33.18833,-117.36167,20, River Other,
LMDN2, R, Lone Mountain             , Detention Basin             ,36.23222,-115.30944,2620, River Other,
BLMN2, R, Lone Mountain DB          , Beltway                     ,36.24778,-115.31944,2714, River Other,
LTCC1, R, Lone Tree Creek           , Escalon Bellota Road        ,37.82278,-120.995,115, River Other,
LZCC1, G, Lopez Creek               , Arroyo Grande               ,35.23556,-120.47139,580, River Other,
PULC1, G, Los Angeles River         , Sepulveda Reservoir         ,34.16611,-118.47361,680, Reservoir Reservoir,
LAAC1, G, Los Angeles River         , Arroyo Seco                 ,34.08111,-118.22667,295, River Other,
LAWC1, G, Los Angeles River         , Long Beach - Wardlow Road   ,33.8175,-118.20639,35, River Other, 
LOFC1, G, Los Angeles River         , Firestone Blvd              ,33.94944,-118.17306,116, River Other,
LRTC1, G, Los Angeles River         , Tujunga Avenue              ,34.14111,-118.37972,569, River Other,
LRWC1, R, Los Angeles River         , Long Beach                  ,33.82,-118.20556,25, River Other,
PVCC1, G, Los Angeles River         , Below Sepulveda Dam         ,34.16167,-118.46583,663, River Other,
PVDC1, R, Los Angeles River         , Below Sepulveda Dam         ,34.16167,-118.46583,663, River Other,
LBDC1, G, Los Banos Creek           , Los Banos Creek Reservoir   ,36.99361,-120.92972,350, Reservoir Reservoir,
LBKC1, R, Los Berros Creek          , Nipomo                      ,35.088,-120.5088,331, River Other,
LBLC1, R, Los Berros Creek          , Below US Highway 101        ,35.07722,-120.525,250, River Other,
LBVC1, R, Los Berros Creek          , Valley Road                 ,35.10358,-120.5815,63, River Other,
LCCC1, G, Los Coches Creek          , Lakeside                    ,32.8325,-116.90417,560, River Other,
LCKC1, R, Los Coches Creek          , El Cajon - Old Hwy 80       ,32.83667,-116.89972,554, River Other,
LEXC1, G, Los Gatos Creek           , Lexington Reservoir         ,37.20167,-121.98806,665, Reservoir Reservoir,
VASC1, R, Los Gatos Creek           , Vasona Reservoir            ,37.24667,-121.9636,305, Reservoir Reservoir,
LGAC1, G, Los Gatos Creek           , El Dorado Avenue            ,36.16694,-120.20889,490, River Other,
LGCC1, G, Los Gatos Creek           , Coalinga                    ,36.21472,-120.46972,1065, River Other,
LGLC1, G, Los Gatos Creek           , Below Lexington Reservoir   ,37.20833,-121.9875,390, River Other,
LGQC1, R, Los Gatos Creek           , Bascom Avenue               ,37.29667,-121.93278,150, River Other,
LGTC1, G, Los Gatos Creek           , Lincoln Avenue              ,37.31222,-121.90472,118, River Other,
LGWC1, G, Los Gatos Creek           , Below Kirk Dam              ,37.26056,-121.95722,258, River Other,
LRKC1, G, Los Gatos Creek           , San Jose - Lark Street      ,37.25194,-121.96444,260, River Other,
LXRC1, G, Los Gatos Creek           , Above Lexington Reservoir   ,37.16778,-121.98055,660, River Other,
LVWC1, R, Los Osos Creek            , Los Osos Valley Road        ,35.3058,-120.8116,82, River Other,
PNQC1, G, Los Penasquitos Creek     , Poway                       ,32.94306,-117.12083,260, River Other,
LTQC1, R, Los Trancos Creek         , Arastradero Road            ,37.38306,-122.19278,372, River Other,
CKEC1, G, Lost River                , Clear Lake Reservoir        ,41.92639,-121.07528,4469, Reservoir Reservoir,
KELO3, G, Lost River                , Keller Bridge               ,42.16306,-121.32028,4120, River Other,
LCLC1, G, Lost River                , Below Clear Lake Dam        ,41.92778,-121.07445,4478, River Other,
LRBO3, G, Lost River                , Bonanza                     ,42.19667,-121.40083,4114, River Other, Lost - Bonanza          
LRHO3, G, Lost River                , Harpold Dam                 ,42.16917,-121.45333,4100, River Other,
LBDN2, R, Lower Blue Diamond Channel, Detention Basin             ,36.04667,-115.21222,2396, River Other,
LCCN2, R, Lower C-1 Channel         , Desert Wetlands Park        ,36.085,-114.96833,1530, River Other,
LDCN2, R, Lower Duck Creek          , Detention Basin             ,36.02111,-115.15528,2215, River Other,
LLVN2, R, Lower Las Vegas Wash      , Detention Basin             ,36.255,-115.16028,2100, River Other,
LWOC1, R, Lower Oso Creek           , Camino Capistrano           ,33.54278,-117.67583, 220 Rover Other,,
LPHC1, G, Lower Penitencia Creek    , Machada Avenue              ,37.42167,-121.90667,22, River Other,
LPNC1, R, Lower Penitencia Creek    , Milmont Drive               ,37.44722,-121.91528,20, River Other,
LSKC1, R, Lower Silver Creek        , Below King Road             ,37.36028,-121.86444,89, River Other,
OCLC1, R, Lower Silver Creek        , Ocala Avenue                ,37.34306,-121.81275,125, River Other,
TTCC1, G, Lower Tish Tang Creek     , Hoopa 3SSW                  ,41.02889,-123.64083,328, River Other, Lwr Tish Tang Ck - Hoopa
LWSA3, R, Lower Warm Springs        , Above US Highway 95         ,34.76556,-114.4625,619, River Other,
PLQC1, R, Lynch Creek               , McDowell Boulevard          ,38.25278,-122.63194,37, River Other,
LCFC1, G, Lytle Creek               , Fontana                     ,34.21222,-117.45722,2375, River Other,
YTLC1, G, Lytle Creek               , Colton                      ,34.07889,-117.30472,975, River Other,
RMKC1, G, Maacama Creek             , Kellogg                     ,38.64111,-122.76278,200, River Other,
MAYC1, R, Mabury Diversion          , San Jose                    ,37.37167,-121.86139,113, River Other,
MWMA3, R, MacKenzie Wash            , Interstate 40               ,34.84222,-114.14556,1747, River Other,
ARCC1, G, Mad River                 , Arcata                      ,40.90972,-124.05972,13, River Forecast,
MAUC1, G, Mad River                 , Above Ruth Reservoir        ,40.28444,-123.33417,2700, River Other,
MACC1, G, Madera Canal              , Friant                      ,37.00278,-119.70583,550, Special Special,
MCYN2, G, Maggie Creek              , Maggie Creek Canyon         ,40.80333,-116.19917,5085, River Other,
MGCN2, G, Maggie Creek              , Carlin                      ,40.71639,-116.09222,4900, River Other,
MMCN2, G, Maggie Creek              , Maggie Creek Canyon         ,40.825,-116.2225,5125, River Other,
MGPC1, R, Magpie Creek              , Watt Avenue                 ,38.65667,-121.3825,78, River Other,
MPIC1, R, Magpie Creek              , Raley Blvd                  ,38.65917,-121.42917,40, River Other,
MBEC1, R, Malibu Creek              , Below Cold Creek            ,34.07765,-118.70203,446, River Other,
MBMC1, G, Marble Fork Kaweah River  , Lodge Pole                  ,36.60833,-118.70472,7842, River Other,
MBPC1, G, Marble Fork Kaweah River  , Three Rivers                ,36.60889,-118.70167,7160, River Other, Marble Fk Kaweah - 3 Riv
LMYC1, R, Maria Ygnacia Creek       , Goleta                      ,34.44472,-119.80278,60, River Other,
MPAC1, G, Mariposa Creek            , Mariposa Reservoir          ,37.29194,-120.14694,459, Reservoir Reservoir,
MAFC1, G, Mariposa Creek            , Below Mariposa Dam - Planada,37.28,-120.16278,346, River Other,
MPFC1, G, Mariposa Creek            , Above Tomki Road            ,39.33222,-123.23528,960, River Other,
MAAC1, G, Mark West Creek           , Mirabel Heights             ,38.49417,-122.85222,70, River Other,
MWEC1, G, Mark West Creek           , Mirabel Heights             ,38.49417,-122.85222,50, River Other,
XMWC1, R, Mark West Creek           , Michele Way                 ,38.51167,-122.72417,245, River Other,
XPCC1, R, Mark West Creek           , Porter Creek Road           ,38.54945,-122.72,448, River Other,
MLTN2, G, Marlette Creek            , Marlette Lake               ,39.17278,-119.90417,7838, Reservoir Reservoir,
MCCN2, G, Marlette Creek            , Below Marlette Lake         ,39.17222,-119.90694,7760, River Other, Marlette Ck - Blo Mrltte
MCBC1, R, Marsh Creek               , Marsh Creek Reservoir       ,37.89,-121.72611,220, Reservoir Reservoir,
MRHC1, R, Marsh Creek               , Marsh Creek Fire Station    ,37.8975,-121.86056,599, River Other,
MRBC1, G, Marshburn Channel         , Irvine                      ,33.68389,-117.74444,275, River Other,
MARN2, G, Martin Creek              , Paradise Valley             ,41.53333,-117.42778,4700, River Other,
MTSC1, G, Martis Creek              , Martis Creek Lake           ,39.32722,-120.11333,5800, Reservoir Reservoir,
MCTC1, G, Martis Creek              , Truckee                     ,39.32889,-120.11667,5730, River Other, Martis Ck - Truckee     
MACN2, G, Marys Creek               , Carlin                      ,40.71056,-116.125,4921, River Other,
MHSN2, G, Marys River               , Above Hot Springs Creek     ,41.25278,-115.25556,5504, River Forecast,
MBON2, G, Marys River               , Orange Bridge               ,41.55,-115.30583,5860, River Other,
MTBN2, G, Marys River               , Twin Buttes                 ,41.15444,-115.27027,5410, River Other,
